display,address,x,y,area,theme,img_id,img_url
강서습지생태공원,서울특별시 강서구 방화동,126.8182416,37.58670770000001,서울특별시,자연,358a1766-4875-4a64-88b5-b602bba2b920,강서습지생태공원.jpg
용마산,서울특별시 중랑구 면목동,127.0957337,37.5711599,서울특별시,자연,404e5de9-e540-4a7a-b697-dd9bb923b51c,용마산.jpg
청계천 버들습지,서울특별시 성동구 용답동,127.0384378,37.5724086,서울특별시,자연,835fc6a1-fc61-49ac-beac-da8eea890f0a,청계천 버들습지.jpg
인왕산,서울특별시 종로구 무악동 산2-1,126.9578437,37.5849,서울특별시,자연,e28e2037-9eeb-4382-a174-8529318238f3,인왕산.jpg
관악산 생태공원,서울특별시 관악구 신림동 산117-3,126.91339750000002,37.4687074,서울특별시,자연,07bc5edb-d285-4085-b160-63f0b80fc770,관악산 생태공원.jpg
자생식물학습장,서울특별시 종로구 와룡동 2-1,126.9949568,37.5826629,서울특별시,자연,13290218-10dc-49e8-924e-9754df14bdd8,자생식물학습장.jpg
길동생태공원,서울특별시 강동구 길동 476,127.1547791,37.5403935,서울특별시,자연,458c3c4f-548d-4c64-ab8e-0a59bd0940a8,길동생태공원.jpg
갈산근린공원,인천광역시 부평구 갈산동,126.7250493,37.5192149,서울특별시,자연,f2aeaf4b-9225-47cf-8096-1c5d752cba2f,갈산근린공원.jpg
전통염료식물원,서울특별시 용산구 용산동6가 168-6,126.98140759999998,37.5248325,서울특별시,자연,332afd25-5bf5-4eda-ae64-b0bd9e0d7abd,전통염료식물원.jpg
우이동계곡,서울특별시 강북구 우이동,127.0047272,37.6728654,서울특별시,자연,dfa6074f-96a0-4927-83b8-f0f000cae95d,우이동계곡.jpg
창덕궁 다래나무,서울특별시 종로구 와룡동,126.9893543,37.5862491,서울특별시,자연,8d30a999-950a-4151-8fc7-76f2e75aaa06,창덕궁 다래나무.jpg
망우산(서울),경기도 구리시 교문동,127.112625,37.590525,서울특별시,자연,03acbaaa-d80d-4bd0-a7a2-8898c7069bc2,망우산(서울).jpg
일자산자연공원,서울특별시 강동구 둔촌동 산140,127.1507585,37.532194,서울특별시,자연,cfe70b13-9280-4e1b-87a4-b858a81b37e8,일자산자연공원.jpg
초안산,서울특별시 노원구 월계동,127.0467206,37.6392321,서울특별시,자연,43a2d41d-713c-4d83-a86e-614faebb4963,초안산.jpg
헌인릉 생태경관보전지역(오리나무림),서울특별시 서초구 내곡동,127.0818061,37.4661176,서울특별시,자연,0712d93b-37dd-48f2-874a-8ab9fdc87c5e,헌인릉 생태경관보전지역(오리나무림).jpg
삼각산,경기도 양평군 양동면,127.7093601,37.4710714,서울특별시,자연,48c1c843-f5aa-4b43-87ba-65d99853c34d,삼각산.jpg
북악산,서울특별시 종로구 부암동,126.9737295,37.5929992,서울특별시,자연,8b06c5c5-b606-4491-9ce9-dd4cbf9f82fe,북악산.jpg
탄천,서울특별시 송파구 삼전동,127.0857125,37.4993846,서울특별시,자연,ddaa3585-44d3-495b-95c2-58ec60537350,탄천.jpg
창덕궁 향나무,서울특별시 종로구 와룡동,126.9895304,37.5792671,서울특별시,자연,31bc2eae-8167-4f06-b828-0c89c94c57a3,창덕궁 향나무.jpg
한강,서울특별시 영등포구 여의도동 8,126.9294637,37.535914,서울특별시,자연,6bb36bf7-4148-4fb3-9659-c3b37ebe1e88,한강.jpg
대림동 차이나타운,서울특별시 영등포구 대림동 1050-43,126.8974979,37.4924633,서울특별시,체험,7b96df43-d3cb-4660-9531-070789d91efe,대림동 차이나타운.jpg
명동,서울특별시 중구 남산동2가 9-6,126.9858499,37.560042,서울특별시,체험,1ec32eb6-aac2-4c5a-9e56-9ac1c817afd6,명동.jpg
